Ticker,Date,MarketOpen,High,Low,MarketClose,Adj Close,Volume,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7
TataMotors,27-11-2014,509.534729,517.3014526,506.0718689,514.4321899,511.0491638,5701903,511.0491638,512.916626,517.3887939,521.9099731,515.7670288,520.4356689,532.3285522,515.7880598,4.37417208
TataMotors,28-11-2014,518.8349609,533.2800293,515.9657593,527.8383789,524.3671875,8262478,511.0491638,511.0491638,512.916626,517.3887939,521.9099731,515.7670288,520.4356689,516.3497053,5.237577845
TataMotors,01-12-2014,534.1210327,534.1210327,524.4744873,530.3118896,526.8244629,5148090,524.3671875,511.0491638,511.0491638,512.916626,517.3887939,521.9099731,515.7670288,517.9293387,6.538446202
TataMotors,02-12-2014,530.0150757,530.1140137,522.4957275,523.3366699,519.8950806,3593679,526.8244629,524.3671875,511.0491638,511.0491638,512.916626,517.3887939,521.9099731,517.6414969,6.376341594
TataMotors,03-12-2014,529.5203857,533.0821533,520.7147827,523.3861694,519.9442749,4040047,519.8950806,526.8244629,524.3671875,511.0491638,511.0491638,512.916626,517.3887939,518.0065656,6.432371182
TataMotors,04-12-2014,528.3330688,531.548584,516.4604492,522.1494141,518.7156982,3639457,519.9442749,519.8950806,526.8244629,524.3671875,511.0491638,511.0491638,512.916626,518.8350045,6.028316521
TataMotors,05-12-2014,518.8844604,525.1176147,516.9056396,519.7749023,516.3566895,2469524,518.7156982,519.9442749,519.8950806,526.8244629,524.3671875,511.0491638,511.0491638,519.5932225,5.156582674
TataMotors,08-12-2014,519.5275269,524.8702393,508.2485352,510.2272949,506.8719482,3135332,516.3566895,518.7156982,519.9442749,519.8950806,526.8244629,524.3671875,511.0491638,518.9964774,6.401552106
TataMotors,09-12-2014,511.7608643,515.3226318,496.0295715,497.9094238,494.6350708,5562200,506.8719482,516.3566895,518.7156982,519.9442749,519.8950806,526.8244629,524.3671875,514.7490322,10.67885202
TataMotors,10-12-2014,490.7363586,509.435791,487.9660645,505.577179,502.2523804,5621126,494.6350708,506.8719482,516.3566895,518.7156982,519.9442749,519.8950806,526.8244629,511.2387347,10.06911318
TataMotors,11-12-2014,501.4217529,507.3580627,492.7151489,498.5525208,495.2739258,4069618,502.2523804,494.6350708,506.8719482,516.3566895,518.7156982,519.9442749,519.8950806,507.7214268,10.81407153
TataMotors,12-12-2014,493.6055908,502.3616638,490.7363586,494.6444397,491.3915405,3900394,495.2739258,502.2523804,494.6350708,506.8719482,516.3566895,518.7156982,519.9442749,503.6424648,10.82024731
TataMotors,15-12-2014,489.6480408,496.474823,487.1250916,488.7081299,485.4942932,3896475,491.3915405,495.2739258,502.2523804,494.6350708,506.8719482,516.3566895,518.7156982,498.8965498,10.38391633
TataMotors,16-12-2014,484.8000488,486.4819946,473.4220886,476.5386353,473.4047852,4813220,485.4942932,491.3915405,495.2739258,502.2523804,494.6350708,506.8719482,516.3566895,492.7605634,11.01798225
TataMotors,17-12-2014,473.5210266,481.2382507,463.6766052,470.7507324,467.6549683,6238806,473.4047852,485.4942932,491.3915405,495.2739258,502.2523804,494.6350708,506.8719482,487.1581377,12.51549113
TataMotors,18-12-2014,475.9450073,484.8000488,475.7471313,479.7541504,476.5991821,4417769,467.6549683,473.4047852,485.4942932,491.3915405,495.2739258,502.2523804,494.6350708,484.5815822,12.57604638
TataMotors,19-12-2014,485.0968628,492.5172729,479.0121155,480.7435303,477.5820618,4665944,476.5991821,467.6549683,473.4047852,485.4942932,491.3915405,495.2739258,502.2523804,481.057251,9.989423238
TataMotors,22-12-2014,480.9414368,492.0225525,476.2418213,489.4501648,486.2314148,3225905,477.5820618,476.5991821,467.6549683,473.4047852,485.4942932,491.3915405,495.2739258,479.7654637,8.283604166
